DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e1|null|h1_lemma=increase|h2_lemma=aggregation|h1_tag=VB|h2_tag=NN|path=anticoagulant>compound>compound>conj>nmod
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e2|DDI-DrugBank.d179.s3.e3|null|h1_lemma=nandrolone|h2_lemma=nandrolone|h1_tag=NN|h2_tag=NN|path=appos<nandrolone>appos
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e2|DDI-DrugBank.d179.s3.e4|null|h1_lemma=nandrolone|h2_lemma=steroid|h1_tag=NN|h2_tag=NNS|path=appos<dep<steroid>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e2|DDI-DrugBank.d179.s3.e5|null|h1_lemma=nandrolone|h2_lemma=Anavar|h1_tag=NN|h2_tag=NNP|path=appos<dep<steroid>conj>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e2|DDI-DrugBank.d179.s3.e6|null|h1_lemma=nandrolone|h2_lemma=oxymetholone|h1_tag=NN|h2_tag=NN|path=appos<dep<steroid>appos>conj>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e2|DDI-DrugBank.d179.s3.e7|null|h1_lemma=nandrolone|h2_lemma=Winstrol|h1_tag=NN|h2_tag=NNP|path=appos<dep<steroid>dep>appos>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e2|DDI-DrugBank.d179.s3.e8|null|h1_lemma=nandrolone|h2_lemma=Anavar|h1_tag=NN|h2_tag=NNP|path=appos<dep<steroid>appos>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e3|DDI-DrugBank.d179.s3.e4|null|h1_lemma=nandrolone|h2_lemma=steroid|h1_tag=NN|h2_tag=NNS|path=appos<dep<steroid>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e3|DDI-DrugBank.d179.s3.e5|null|h1_lemma=nandrolone|h2_lemma=Anavar|h1_tag=NN|h2_tag=NNP|path=appos<dep<steroid>conj>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e3|DDI-DrugBank.d179.s3.e6|null|h1_lemma=nandrolone|h2_lemma=oxymetholone|h1_tag=NN|h2_tag=NN|path=appos<dep<steroid>appos>conj>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e3|DDI-DrugBank.d179.s3.e7|null|h1_lemma=nandrolone|h2_lemma=Winstrol|h1_tag=NN|h2_tag=NNP|path=appos<dep<steroid>dep>appos>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e3|DDI-DrugBank.d179.s3.e8|null|h1_lemma=nandrolone|h2_lemma=Anavar|h1_tag=NN|h2_tag=NNP|path=appos<dep<steroid>appos>dep
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e4|DDI-DrugBank.d179.s3.e5|null|h1_lemma=steroid|h2_lemma=Anavar|h1_tag=NNS|h2_tag=NNP|path=Anavar>conj
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e4|DDI-DrugBank.d179.s3.e6|null|h1_lemma=steroid|h2_lemma=oxymetholone|h1_tag=NNS|h2_tag=NN|path=Anavar>appos>conj
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e4|DDI-DrugBank.d179.s3.e7|null|h1_lemma=steroid|h2_lemma=Winstrol|h1_tag=NNS|h2_tag=NNP|path=Anavar>dep>appos
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e4|DDI-DrugBank.d179.s3.e8|null|h1_lemma=steroid|h2_lemma=Anavar|h1_tag=NNS|h2_tag=NNP|path=Anavar>appos
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e5|DDI-DrugBank.d179.s3.e6|null|h1_lemma=Anavar|h2_lemma=oxymetholone|h1_tag=NNP|h2_tag=NN|path=oxymetholone>appos
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e5|DDI-DrugBank.d179.s3.e7|null|h1_lemma=Anavar|h2_lemma=Winstrol|h1_tag=NNP|h2_tag=NNP|path=conj<Anavar>dep>appos
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e5|DDI-DrugBank.d179.s3.e8|null|h1_lemma=Anavar|h2_lemma=Anavar|h1_tag=NNP|h2_tag=NNP|path=conj<Anavar>appos
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e6|DDI-DrugBank.d179.s3.e7|null|h1_lemma=oxymetholone|h2_lemma=Winstrol|h1_tag=NN|h2_tag=NNP|path=appos<conj<Anavar>dep>appos
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e6|DDI-DrugBank.d179.s3.e8|null|h1_lemma=oxymetholone|h2_lemma=Anavar|h1_tag=NN|h2_tag=NNP|path=appos<conj<Anavar>appos
DDI-DrugBank.d179.s3|DDI-DrugBank.d179.s3.e7|DDI-DrugBank.d179.s3.e8|null|h1_lemma=Winstrol|h2_lemma=Anavar|h1_tag=NNP|h2_tag=NNP|path=dep<Winstrol
DDI-DrugBank.d179.s6|DDI-DrugBank.d179.s6.e0|DDI-DrugBank.d179.s6.e1|null|h1_lemma=None|h2_lemma=carbamazepine|h1_tag=TOP|h2_tag=NN|path=carbamazepine>appos
DDI-DrugBank.d179.s7|DDI-DrugBank.d179.s7.e0|DDI-DrugBank.d179.s7.e1|null|h1_lemma=None|h2_lemma=carmustine|h1_tag=TOP|h2_tag=NN|path=carmustine>dep
DDI-DrugBank.d179.s8|DDI-DrugBank.d179.s8.e0|DDI-DrugBank.d179.s8.e1|null|h1_lemma=None|h2_lemma=chloroquine|h1_tag=TOP|h2_tag=NN|path=chloroquine>appos
DDI-DrugBank.d179.s9|DDI-DrugBank.d179.s9.e0|DDI-DrugBank.d179.s9.e1|null|h1_lemma=None|h2_lemma=dantrolene|h1_tag=TOP|h2_tag=NN|path=dantrolene>appos
DDI-DrugBank.d179.s10|DDI-DrugBank.d179.s10.e0|DDI-DrugBank.d179.s10.e1|null|h1_lemma=None|h2_lemma=daunorubicin|h1_tag=TOP|h2_tag=NN|path=daunorubicin>dep
DDI-DrugBank.d179.s11|DDI-DrugBank.d179.s11.e0|DDI-DrugBank.d179.s11.e1|null|h1_lemma=None|h2_lemma=disulfiram|h1_tag=TOP|h2_tag=NN|path=disulfiram>dep
DDI-DrugBank.d179.s12|DDI-DrugBank.d179.s12.e0|DDI-DrugBank.d179.s12.e1|null|h1_lemma=None|h2_lemma=divalproex|h1_tag=TOP|h2_tag=NN|path=divalproex>dep
DDI-DrugBank.d179.s14|DDI-DrugBank.d179.s14.e0|DDI-DrugBank.d179.s14.e1|null|h1_lemma=None|h2_lemma=etretinate|h1_tag=TOP|h2_tag=NN|path=etretinate>appos
DDI-DrugBank.d179.s16|DDI-DrugBank.d179.s16.e0|DDI-DrugBank.d179.s16.e1|null|h1_lemma=None|h2_lemma=hydroxychloroquine|h1_tag=TOP|h2_tag=NN|path=hydroxychloroquine>appos
DDI-DrugBank.d179.s17|DDI-DrugBank.d179.s17.e0|DDI-DrugBank.d179.s17.e1|null|h1_lemma=None|h2_lemma=mercaptopurine|h1_tag=TOP|h2_tag=NN|path=mercaptopurine>dep
DDI-DrugBank.d179.s18|DDI-DrugBank.d179.s18.e0|DDI-DrugBank.d179.s18.e1|null|h1_lemma=None|h2_lemma=naltrexone|h1_tag=TOP|h2_tag=NN|path=naltrexone>appos
DDI-DrugBank.d179.s19|DDI-DrugBank.d179.s19.e0|DDI-DrugBank.d179.s19.e1|null|h1_lemma=None|h2_lemma=contain|h1_tag=TOP|h2_tag=VBG|path=contraceptive>obj>acl
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e1|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>dep
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e2|null|h1_lemma=None|h2_lemma=acetophenazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>dep>dep
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e3|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e4|null|h1_lemma=None|h2_lemma=chlorpromazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e5|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e6|null|h1_lemma=None|h2_lemma=fluphenazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e7|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e8|null|h1_lemma=None|h2_lemma=mesoridazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e9|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e10|null|h1_lemma=None|h2_lemma=perphenazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e11|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e12|null|h1_lemma=None|h2_lemma=prochlorperazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e13|null|h1_lemma=None|h2_lemma=None|h1_tag=TOP|h2_tag=None|path=None
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e14|null|h1_lemma=None|h2_lemma=promazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e15|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e16|null|h1_lemma=None|h2_lemma=promethazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e17|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e18|null|h1_lemma=None|h2_lemma=thioridazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e19|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e20|null|h1_lemma=None|h2_lemma=trifluoperazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e21|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e22|null|h1_lemma=None|h2_lemma=triflupromazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e23|null|h1_lemma=None|h2_lemma=phenothiazine|h1_tag=TOP|h2_tag=NNS|path=phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e0|DDI-DrugBank.d179.s21.e24|null|h1_lemma=None|h2_lemma=trimeprazine|h1_tag=TOP|h2_tag=NN|path=phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e2|null|h1_lemma=phenothiazine|h2_lemma=acetophenazine|h1_tag=NNS|h2_tag=NN|path=acetophenazine>dep
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e3|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e4|null|h1_lemma=phenothiazine|h2_lemma=chlorpromazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e5|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e6|null|h1_lemma=phenothiazine|h2_lemma=fluphenazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e7|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e8|null|h1_lemma=phenothiazine|h2_lemma=mesoridazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e9|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e10|null|h1_lemma=phenothiazine|h2_lemma=perphenazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e11|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e12|null|h1_lemma=phenothiazine|h2_lemma=prochlorperazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e13|null|h1_lemma=phenothiazine|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e14|null|h1_lemma=phenothiazine|h2_lemma=promazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e15|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e16|null|h1_lemma=phenothiazine|h2_lemma=promethazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e17|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e18|null|h1_lemma=phenothiazine|h2_lemma=thioridazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e19|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e20|null|h1_lemma=phenothiazine|h2_lemma=trifluoperazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e21|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e22|null|h1_lemma=phenothiazine|h2_lemma=triflupromazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e23|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e1|DDI-DrugBank.d179.s21.e24|null|h1_lemma=phenothiazine|h2_lemma=trimeprazine|h1_tag=NNS|h2_tag=NN|path=dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e3|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e4|null|h1_lemma=acetophenazine|h2_lemma=chlorpromazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e5|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e6|null|h1_lemma=acetophenazine|h2_lemma=fluphenazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e7|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e8|null|h1_lemma=acetophenazine|h2_lemma=mesoridazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e9|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e10|null|h1_lemma=acetophenazine|h2_lemma=perphenazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e11|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e12|null|h1_lemma=acetophenazine|h2_lemma=prochlorperazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e13|null|h1_lemma=acetophenazine|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e14|null|h1_lemma=acetophenazine|h2_lemma=promazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e15|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e16|null|h1_lemma=acetophenazine|h2_lemma=promethazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e17|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e18|null|h1_lemma=acetophenazine|h2_lemma=thioridazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e19|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e20|null|h1_lemma=acetophenazine|h2_lemma=trifluoperazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e21|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e22|null|h1_lemma=acetophenazine|h2_lemma=triflupromazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e23|null|h1_lemma=acetophenazine|h2_lemma=phenothiazine|h1_tag=NN|h2_tag=NNS|path=dep<dep<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e2|DDI-DrugBank.d179.s21.e24|null|h1_lemma=acetophenazine|h2_lemma=trimeprazine|h1_tag=NN|h2_tag=NN|path=dep<dep<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e4|null|h1_lemma=phenothiazine|h2_lemma=chlorpromazine|h1_tag=NNS|h2_tag=NN|path=chlorpromazine>appos
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e5|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=conj<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e6|null|h1_lemma=phenothiazine|h2_lemma=fluphenazine|h1_tag=NNS|h2_tag=NN|path=conj<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e7|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=conj<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e8|null|h1_lemma=phenothiazine|h2_lemma=mesoridazine|h1_tag=NNS|h2_tag=NN|path=conj<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e9|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=conj<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e10|null|h1_lemma=phenothiazine|h2_lemma=perphenazine|h1_tag=NNS|h2_tag=NN|path=conj<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e11|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=conj<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e12|null|h1_lemma=phenothiazine|h2_lemma=prochlorperazine|h1_tag=NNS|h2_tag=NN|path=conj<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e13|null|h1_lemma=phenothiazine|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e14|null|h1_lemma=phenothiazine|h2_lemma=promazine|h1_tag=NNS|h2_tag=NN|path=conj<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e15|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=conj<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e16|null|h1_lemma=phenothiazine|h2_lemma=promethazine|h1_tag=NNS|h2_tag=NN|path=conj<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e17|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=conj<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e18|null|h1_lemma=phenothiazine|h2_lemma=thioridazine|h1_tag=NNS|h2_tag=NN|path=conj<phenothiazine>appos>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e19|null|h1_lemma=phenothiazine|h2_lemma=phenothiazine|h1_tag=NNS|h2_tag=NNS|path=conj<phenothiazine>conj
DDI-DrugBank.d179.s21|DDI-DrugBank.d179.s21.e3|DDI-DrugBank.d179.s21.e20|null|h1_lemma=phenothiazine|h2_lemma=trifluoperazine|h1_tag=NNS|h2_tag=NN|path=conj<phenothiazine>appos>conj
